date,portfolio_value,cash,return_pct
2025-08-18,5827.966599354838,0.0,16.559331987096755
2025-08-18,5827.966599354838,0.0,16.559331987096755
2025-08-19,5827.966599354838,0.0,16.559331987096755
2025-08-19,5827.966599354838,0.0,16.559331987096755
2025-08-20,5827.966599354838,0.0,16.559331987096755
2025-08-20,5827.966599354838,0.0,16.559331987096755
2025-08-21,5827.966599354838,0.0,16.559331987096755
2025-08-21,5827.966599354838,0.0,16.559331987096755
2025-08-22,5827.966599354838,0.0,16.559331987096755
2025-08-22,5827.966599354838,0.0,16.559331987096755
2025-08-25,5827.966599354838,0.0,16.559331987096755
2025-08-25,5827.966599354838,0.0,16.559331987096755
2025-08-26,5827.966599354838,0.0,16.559331987096755
2025-08-26,5827.966599354838,0.0,16.559331987096755
2025-08-27,5827.966599354838,0.0,16.559331987096755
2025-08-27,5827.966599354838,0.0,16.559331987096755
2025-08-28,5827.966599354838,0.0,16.559331987096755
2025-08-28,5827.966599354838,0.0,16.559331987096755
2025-08-29,5827.966599354838,0.0,16.559331987096755
2025-08-29,5827.966599354838,0.0,16.559331987096755
2025-09-01,5827.966599354838,0.0,16.559331987096755
2025-09-01,5827.966599354838,0.0,16.559331987096755
2025-09-02,5827.966599354838,0.0,16.559331987096755
2025-09-02,5827.966599354838,0.0,16.559331987096755
2025-09-03,5827.966599354838,0.0,16.559331987096755
2025-09-03,5827.966599354838,0.0,16.559331987096755
2025-09-04,5827.966599354838,0.0,16.559331987096755
2025-09-04,5827.966599354838,0.0,16.559331987096755
2025-09-05,5827.966599354838,0.0,16.559331987096755
2025-09-05,5827.966599354838,0.0,16.559331987096755
2025-09-08,5827.966599354838,0.0,16.559331987096755
2025-09-08,5827.966599354838,0.0,16.559331987096755
2025-09-09,5827.966599354838,0.0,16.559331987096755
2025-09-09,5827.966599354838,0.0,16.559331987096755
2025-09-10,5827.966599354838,0.0,16.559331987096755
2025-09-10,5827.966599354838,0.0,16.559331987096755
2025-09-11,5827.966599354838,0.0,16.559331987096755
2025-09-11,5827.966599354838,0.0,16.559331987096755
2025-09-12,5827.966599354838,0.0,16.559331987096755
2025-09-12,5827.966599354838,0.0,16.559331987096755
2025-09-15,5827.966599354838,0.0,16.559331987096755
2025-09-15,5827.966599354838,0.0,16.559331987096755
2025-09-16,5827.966599354838,0.0,16.559331987096755
2025-09-16,5827.966599354838,0.0,16.559331987096755
2025-09-17,5827.966599354838,0.0,16.559331987096755
2025-09-17,5827.966599354838,0.0,16.559331987096755
